LineItem,Period,Value,Unit,ValueRaw,Company,Section
Equity Capital,FY2020,177.0,Cr,177,Dabur,BalanceSheet
Equity Capital,FY2021,177.0,Cr,177,Dabur,BalanceSheet
Equity Capital,FY2022,177.0,Cr,177,Dabur,BalanceSheet
Equity Capital,FY2023,177.0,Cr,177,Dabur,BalanceSheet
Equity Capital,FY2024,177.0,Cr,177,Dabur,BalanceSheet
Equity Capital,FY2025,177.0,Cr,177,Dabur,BalanceSheet
Equity Capital,FY2026,177.0,Cr,177,Dabur,BalanceSheet
Reserves,FY2015,2161.0,Cr,"2,161",Dabur,BalanceSheet
Reserves,FY2016,2918.0,Cr,"2,918",Dabur,BalanceSheet
Reserves,FY2017,3482.0,Cr,"3,482",Dabur,BalanceSheet
Reserves,FY2018,4051.0,Cr,"4,051",Dabur,BalanceSheet
Reserves,FY2019,3792.0,Cr,"3,792",Dabur,BalanceSheet
Reserves,FY2020,4398.0,Cr,"4,398",Dabur,BalanceSheet
Reserves,FY2021,5214.0,Cr,"5,214",Dabur,BalanceSheet
Reserves,FY2022,5687.0,Cr,"5,687",Dabur,BalanceSheet
Reserves,FY2023,6110.0,Cr,"6,110",Dabur,BalanceSheet
Reserves,FY2024,6738.0,Cr,"6,738",Dabur,BalanceSheet
Reserves,FY2025,7246.0,Cr,"7,246",Dabur,BalanceSheet
Reserves,FY2026,7349.0,Cr,"7,349",Dabur,BalanceSheet
Borrowings,FY2015,129.0,Cr,129,Dabur,BalanceSheet
Borrowings,FY2016,87.0,Cr,87,Dabur,BalanceSheet
Borrowings,FY2017,284.0,Cr,284,Dabur,BalanceSheet
Borrowings,FY2018,287.0,Cr,287,Dabur,BalanceSheet
Borrowings,FY2019,310.0,Cr,310,Dabur,BalanceSheet
Borrowings,FY2020,151.0,Cr,151,Dabur,BalanceSheet
Borrowings,FY2021,180.0,Cr,180,Dabur,BalanceSheet
Borrowings,FY2022,560.0,Cr,560,Dabur,BalanceSheet
Borrowings,FY2023,615.0,Cr,615,Dabur,BalanceSheet
Borrowings,FY2024,776.0,Cr,776,Dabur,BalanceSheet
Borrowings,FY2025,379.0,Cr,379,Dabur,BalanceSheet
Borrowings,FY2026,611.0,Cr,611,Dabur,BalanceSheet
Other Liabilities,FY2015,1223.0,Cr,"1,223",Dabur,BalanceSheet
Other Liabilities,FY2016,1248.0,Cr,"1,248",Dabur,BalanceSheet
Other Liabilities,FY2017,1275.0,Cr,"1,275",Dabur,BalanceSheet
Other Liabilities,FY2018,1299.0,Cr,"1,299",Dabur,BalanceSheet
Other Liabilities,FY2019,1300.0,Cr,"1,300",Dabur,BalanceSheet
Other Liabilities,FY2020,1375.0,Cr,"1,375",Dabur,BalanceSheet
Other Liabilities,FY2021,1933.0,Cr,"1,933",Dabur,BalanceSheet
Other Liabilities,FY2022,2168.0,Cr,"2,168",Dabur,BalanceSheet
Other Liabilities,FY2023,2450.0,Cr,"2,450",Dabur,BalanceSheet
Other Liabilities,FY2024,2841.0,Cr,"2,841",Dabur,BalanceSheet
Other Liabilities,FY2025,3203.0,Cr,"3,203",Dabur,BalanceSheet
Other Liabilities,FY2026,3635.0,Cr,"3,635",Dabur,BalanceSheet
Total Liabilities,FY2015,3688.0,Cr,"3,688",Dabur,BalanceSheet
Total Liabilities,FY2016,4430.0,Cr,"4,430",Dabur,BalanceSheet
Total Liabilities,FY2017,5217.0,Cr,"5,217",Dabur,BalanceSheet
Total Liabilities,FY2018,5813.0,Cr,"5,813",Dabur,BalanceSheet
Total Liabilities,FY2019,5579.0,Cr,"5,579",Dabur,BalanceSheet
Total Liabilities,FY2020,6100.0,Cr,"6,100",Dabur,BalanceSheet
Total Liabilities,FY2021,7504.0,Cr,"7,504",Dabur,BalanceSheet
Total Liabilities,FY2022,8592.0,Cr,"8,592",Dabur,BalanceSheet
Total Liabilities,FY2023,9352.0,Cr,"9,352",Dabur,BalanceSheet
Total Liabilities,FY2024,10533.0,Cr,"10,533",Dabur,BalanceSheet
Total Liabilities,FY2025,11005.0,Cr,"11,005",Dabur,BalanceSheet
Total Liabilities,FY2026,11773.0,Cr,"11,773",Dabur,BalanceSheet
Fixed Assets,FY2015,683.0,Cr,683,Dabur,BalanceSheet
Fixed Assets,FY2016,639.0,Cr,639,Dabur,BalanceSheet
Fixed Assets,FY2017,993.0,Cr,993,Dabur,BalanceSheet
Fixed Assets,FY2018,1030.0,Cr,"1,030",Dabur,BalanceSheet
Fixed Assets,FY2019,1037.0,Cr,"1,037",Dabur,BalanceSheet
Fixed Assets,FY2020,1134.0,Cr,"1,134",Dabur,BalanceSheet
Fixed Assets,FY2021,1205.0,Cr,"1,205",Dabur,BalanceSheet
Fixed Assets,FY2022,1399.0,Cr,"1,399",Dabur,BalanceSheet
Fixed Assets,FY2023,1662.0,Cr,"1,662",Dabur,BalanceSheet
Fixed Assets,FY2024,1878.0,Cr,"1,878",Dabur,BalanceSheet
Fixed Assets,FY2025,2036.0,Cr,"2,036",Dabur,BalanceSheet
Fixed Assets,FY2026,2052.0,Cr,"2,052",Dabur,BalanceSheet
CWIP,FY2015,12.0,Cr,12,Dabur,BalanceSheet
CWIP,FY2016,25.0,Cr,25,Dabur,BalanceSheet
CWIP,FY2017,28.0,Cr,28,Dabur,BalanceSheet
CWIP,FY2018,27.0,Cr,27,Dabur,BalanceSheet
CWIP,FY2019,22.0,Cr,22,Dabur,BalanceSheet
CWIP,FY2020,106.0,Cr,106,Dabur,BalanceSheet
CWIP,FY2021,107.0,Cr,107,Dabur,BalanceSheet
CWIP,FY2022,128.0,Cr,128,Dabur,BalanceSheet
CWIP,FY2023,109.0,Cr,109,Dabur,BalanceSheet
CWIP,FY2024,184.0,Cr,184,Dabur,BalanceSheet
CWIP,FY2025,137.0,Cr,137,Dabur,BalanceSheet
CWIP,FY2026,108.0,Cr,108,Dabur,BalanceSheet
Investments,FY2015,1778.0,Cr,"1,778",Dabur,BalanceSheet
Investments,FY2016,2570.0,Cr,"2,570",Dabur,BalanceSheet
Investments,FY2017,3054.0,Cr,"3,054",Dabur,BalanceSheet
Investments,FY2018,3433.0,Cr,"3,433",Dabur,BalanceSheet
Investments,FY2019,2962.0,Cr,"2,962",Dabur,BalanceSheet
Investments,FY2020,2467.0,Cr,"2,467",Dabur,BalanceSheet
Investments,FY2021,3574.0,Cr,"3,574",Dabur,BalanceSheet
Investments,FY2022,5007.0,Cr,"5,007",Dabur,BalanceSheet
Investments,FY2023,5475.0,Cr,"5,475",Dabur,BalanceSheet
Investments,FY2024,6148.0,Cr,"6,148",Dabur,BalanceSheet
Investments,FY2025,6359.0,Cr,"6,359",Dabur,BalanceSheet
Investments,FY2026,7248.0,Cr,"7,248",Dabur,BalanceSheet
Other Assets,FY2015,1215.0,Cr,"1,215",Dabur,BalanceSheet
Other Assets,FY2016,1196.0,Cr,"1,196",Dabur,BalanceSheet
Other Assets,FY2017,1141.0,Cr,"1,141",Dabur,BalanceSheet
Other Assets,FY2018,1322.0,Cr,"1,322",Dabur,BalanceSheet
Other Assets,FY2019,1558.0,Cr,"1,558",Dabur,BalanceSheet
Other Assets,FY2020,2393.0,Cr,"2,393",Dabur,BalanceSheet
Other Assets,FY2021,2618.0,Cr,"2,618",Dabur,BalanceSheet
Other Assets,FY2022,2057.0,Cr,"2,057",Dabur,BalanceSheet
Other Assets,FY2023,2106.0,Cr,"2,106",Dabur,BalanceSheet
Other Assets,FY2024,2322.0,Cr,"2,322",Dabur,BalanceSheet
Other Assets,FY2025,2474.0,Cr,"2,474",Dabur,BalanceSheet
Other Assets,FY2026,2364.0,Cr,"2,364",Dabur,BalanceSheet
Total Assets,FY2015,3688.0,Cr,"3,688",Dabur,BalanceSheet
Total Assets,FY2016,4430.0,Cr,"4,430",Dabur,BalanceSheet
Total Assets,FY2017,5217.0,Cr,"5,217",Dabur,BalanceSheet
Total Assets,FY2018,5813.0,Cr,"5,813",Dabur,BalanceSheet
Total Assets,FY2019,5579.0,Cr,"5,579",Dabur,BalanceSheet
Total Assets,FY2020,6100.0,Cr,"6,100",Dabur,BalanceSheet
Total Assets,FY2021,7504.0,Cr,"7,504",Dabur,BalanceSheet
Total Assets,FY2022,8592.0,Cr,"8,592",Dabur,BalanceSheet
Total Assets,FY2023,9352.0,Cr,"9,352",Dabur,BalanceSheet
Total Assets,FY2024,10533.0,Cr,"10,533",Dabur,BalanceSheet
Total Assets,FY2025,11005.0,Cr,"11,005",Dabur,BalanceSheet
Total Assets,FY2026,11773.0,Cr,"11,773",Dabur,BalanceSheet
Cash from Operating Activity,FY2015,839.0,Cr,839,Dabur,CashFlow
Cash from Operating Activity,FY2016,960.0,Cr,960,Dabur,CashFlow
Cash from Operating Activity,FY2017,927.0,Cr,927,Dabur,CashFlow
Cash from Operating Activity,FY2018,816.0,Cr,816,Dabur,CashFlow
Cash from Operating Activity,FY2019,1124.0,Cr,"1,124",Dabur,CashFlow
Cash from Operating Activity,FY2020,1155.0,Cr,"1,155",Dabur,CashFlow
Cash from Operating Activity,FY2021,1704.0,Cr,"1,704",Dabur,CashFlow
Cash from Operating Activity,FY2022,1320.0,Cr,"1,320",Dabur,CashFlow
Cash from Operating Activity,FY2023,1562.0,Cr,"1,562",Dabur,CashFlow
Cash from Operating Activity,FY2024,1653.0,Cr,"1,653",Dabur,CashFlow
Cash from Operating Activity,FY2025,1623.0,Cr,"1,623",Dabur,CashFlow
Cash from Operating Activity,FY2026,1885.0,Cr,"1,885",Dabur,CashFlow
Cash from Investing Activity,FY2015,-613.0,Cr,-613,Dabur,CashFlow
Cash from Investing Activity,FY2016,-494.0,Cr,-494,Dabur,CashFlow
Cash from Investing Activity,FY2017,-679.0,Cr,-679,Dabur,CashFlow
Cash from Investing Activity,FY2018,-261.0,Cr,-261,Dabur,CashFlow
Cash from Investing Activity,FY2019,418.0,Cr,418,Dabur,CashFlow
Cash from Investing Activity,FY2020,-330.0,Cr,-330,Dabur,CashFlow
Cash from Investing Activity,FY2021,-1120.0,Cr,"-1,120",Dabur,CashFlow
Cash from Investing Activity,FY2022,-682.0,Cr,-682,Dabur,CashFlow
Cash from Investing Activity,FY2023,-617.0,Cr,-617,Dabur,CashFlow
Cash from Investing Activity,FY2024,-736.0,Cr,-736,Dabur,CashFlow
Cash from Investing Activity,FY2025,-99.0,Cr,-99,Dabur,CashFlow
Cash from Investing Activity,FY2026,-603.0,Cr,-603,Dabur,CashFlow
Cash from Financing Activity,FY2015,-337.0,Cr,-337,Dabur,CashFlow
Cash from Financing Activity,FY2016,-455.0,Cr,-455,Dabur,CashFlow
Cash from Financing Activity,FY2017,-274.0,Cr,-274,Dabur,CashFlow
Cash from Financing Activity,FY2018,-496.0,Cr,-496,Dabur,CashFlow
Cash from Financing Activity,FY2019,-1619.0,Cr,"-1,619",Dabur,CashFlow
Cash from Financing Activity,FY2020,-826.0,Cr,-826,Dabur,CashFlow
Cash from Financing Activity,FY2021,-555.0,Cr,-555,Dabur,CashFlow
Cash from Financing Activity,FY2022,-635.0,Cr,-635,Dabur,CashFlow
Cash from Financing Activity,FY2023,-940.0,Cr,-940,Dabur,CashFlow
Cash from Financing Activity,FY2024,-922.0,Cr,-922,Dabur,CashFlow
Cash from Financing Activity,FY2025,-1511.0,Cr,"-1,511",Dabur,CashFlow
Cash from Financing Activity,FY2026,-1293.0,Cr,"-1,293",Dabur,CashFlow
Net Cash Flow,FY2015,-111.0,Cr,-111,Dabur,CashFlow
Net Cash Flow,FY2016,11.0,Cr,11,Dabur,CashFlow
Net Cash Flow,FY2017,-26.0,Cr,-26,Dabur,CashFlow
Net Cash Flow,FY2018,59.0,Cr,59,Dabur,CashFlow
Net Cash Flow,FY2019,-78.0,Cr,-78,Dabur,CashFlow
Net Cash Flow,FY2020,-2.0,Cr,-2,Dabur,CashFlow
Net Cash Flow,FY2021,29.0,Cr,29,Dabur,CashFlow
Net Cash Flow,FY2022,3.0,Cr,3,Dabur,CashFlow
Net Cash Flow,FY2023,5.0,Cr,5,Dabur,CashFlow
Net Cash Flow,FY2024,-5.0,Cr,-5,Dabur,CashFlow
Net Cash Flow,FY2025,13.0,Cr,13,Dabur,CashFlow
Net Cash Flow,FY2026,-11.0,Cr,-11,Dabur,CashFlow
Free Cash Flow,FY2015,743.0,Cr,743,Dabur,CashFlow
Free Cash Flow,FY2016,863.0,Cr,863,Dabur,CashFlow
Free Cash Flow,FY2017,519.0,Cr,519,Dabur,CashFlow
Free Cash Flow,FY2018,717.0,Cr,717,Dabur,CashFlow
Free Cash Flow,FY2019,1002.0,Cr,"1,002",Dabur,CashFlow
Free Cash Flow,FY2020,902.0,Cr,902,Dabur,CashFlow
Free Cash Flow,FY2021,1456.0,Cr,"1,456",Dabur,CashFlow
Free Cash Flow,FY2022,1025.0,Cr,"1,025",Dabur,CashFlow
Free Cash Flow,FY2023,1173.0,Cr,"1,173",Dabur,CashFlow
Free Cash Flow,FY2024,1198.0,Cr,"1,198",Dabur,CashFlow
Free Cash Flow,FY2025,1273.0,Cr,"1,273",Dabur,CashFlow
Free Cash Flow,FY2026,1648.0,Cr,"1,648",Dabur,CashFlow
CFO/OP,FY2015,111.0,%,111%,Dabur,CashFlow
CFO/OP,FY2016,111.0,%,111%,Dabur,CashFlow
CFO/OP,FY2017,108.0,%,108%,Dabur,CashFlow
CFO/OP,FY2018,91.0,%,91%,Dabur,CashFlow
CFO/OP,FY2019,106.0,%,106%,Dabur,CashFlow
CFO/OP,FY2020,103.0,%,103%,Dabur,CashFlow
CFO/OP,FY2021,127.0,%,127%,Dabur,CashFlow
CFO/OP,FY2022,95.0,%,95%,Dabur,CashFlow
CFO/OP,FY2023,117.0,%,117%,Dabur,CashFlow
CFO/OP,FY2024,111.0,%,111%,Dabur,CashFlow
CFO/OP,FY2025,114.0,%,114%,Dabur,CashFlow
CFO/OP,FY2026,124.0,%,124%,Dabur,CashFlow
Sales,FY2015,4681.0,Cr,"4,681",Marico,P&L
Sales,FY2016,4861.0,Cr,"4,861",Marico,P&L
Sales,FY2017,4851.0,Cr,"4,851",Marico,P&L
Sales,FY2018,5170.0,Cr,"5,170",Marico,P&L
Sales,FY2019,5971.0,Cr,"5,971",Marico,P&L
Sales,FY2020,5853.0,Cr,"5,853",Marico,P&L
Sales,FY2021,6337.0,Cr,"6,337",Marico,P&L
Sales,FY2022,7500.0,Cr,"7,500",Marico,P&L
Sales,FY2023,7478.0,Cr,"7,478",Marico,P&L
Sales,FY2024,7002.0,Cr,"7,002",Marico,P&L
Sales,FY2025,7581.0,Cr,"7,581",Marico,P&L
Sales,FY2026,9402.0,Cr,"9,402",Marico,P&L
Expenses,FY2015,4006.0,Cr,"4,006",Marico,P&L
Expenses,FY2016,4032.0,Cr,"4,032",Marico,P&L
Expenses,FY2017,3894.0,Cr,"3,894",Marico,P&L
Expenses,FY2018,4255.0,Cr,"4,255",Marico,P&L
Expenses,FY2019,4961.0,Cr,"4,961",Marico,P&L
Expenses,FY2020,4733.0,Cr,"4,733",Marico,P&L
Expenses,FY2021,5183.0,Cr,"5,183",Marico,P&L
Expenses,FY2022,6317.0,Cr,"6,317",Marico,P&L
Expenses,FY2023,6169.0,Cr,"6,169",Marico,P&L
Expenses,FY2024,5596.0,Cr,"5,596",Marico,P&L
Expenses,FY2025,6132.0,Cr,"6,132",Marico,P&L
Expenses,FY2026,7961.0,Cr,"7,961",Marico,P&L
Operating Profit,FY2015,676.0,Cr,676,Marico,P&L
Operating Profit,FY2016,829.0,Cr,829,Marico,P&L
Operating Profit,FY2017,957.0,Cr,957,Marico,P&L
Operating Profit,FY2018,915.0,Cr,915,Marico,P&L
Operating Profit,FY2019,1010.0,Cr,"1,010",Marico,P&L
Operating Profit,FY2020,1120.0,Cr,"1,120",Marico,P&L
Operating Profit,FY2021,1154.0,Cr,"1,154",Marico,P&L
Operating Profit,FY2022,1183.0,Cr,"1,183",Marico,P&L
Operating Profit,FY2023,1309.0,Cr,"1,309",Marico,P&L
Operating Profit,FY2024,1406.0,Cr,"1,406",Marico,P&L
Operating Profit,FY2025,1449.0,Cr,"1,449",Marico,P&L
Operating Profit,FY2026,1441.0,Cr,"1,441",Marico,P&L
OPM %,FY2015,14.0,%,14%,Marico,P&L
OPM %,FY2016,17.0,%,17%,Marico,P&L
OPM %,FY2017,20.0,%,20%,Marico,P&L
OPM %,FY2018,18.0,%,18%,Marico,P&L
OPM %,FY2019,17.0,%,17%,Marico,P&L
OPM %,FY2020,19.0,%,19%,Marico,P&L
OPM %,FY2021,18.0,%,18%,Marico,P&L
OPM %,FY2022,16.0,%,16%,Marico,P&L
OPM %,FY2023,18.0,%,18%,Marico,P&L
OPM %,FY2024,20.0,%,20%,Marico,P&L
OPM %,FY2025,19.0,%,19%,Marico,P&L
OPM %,FY2026,15.0,%,15%,Marico,P&L
Other Income,FY2015,127.0,Cr,127,Marico,P&L
Other Income,FY2016,191.0,Cr,191,Marico,P&L
Other Income,FY2017,262.0,Cr,262,Marico,P&L
Other Income,FY2018,114.0,Cr,114,Marico,P&L
Other Income,FY2019,301.0,Cr,301,Marico,P&L
Other Income,FY2020,287.0,Cr,287,Marico,P&L
Other Income,FY2021,286.0,Cr,286,Marico,P&L
Other Income,FY2022,357.0,Cr,357,Marico,P&L
Other Income,FY2023,328.0,Cr,328,Marico,P&L
Other Income,FY2024,135.0,Cr,135,Marico,P&L
Other Income,FY2025,591.0,Cr,591,Marico,P&L
Other Income,FY2026,987.0,Cr,987,Marico,P&L
Interest,FY2015,17.0,Cr,17,Marico,P&L
Interest,FY2016,15.0,Cr,15,Marico,P&L
Interest,FY2017,13.0,Cr,13,Marico,P&L
Interest,FY2018,8.0,Cr,8,Marico,P&L
Interest,FY2019,24.0,Cr,24,Marico,P&L
Interest,FY2020,33.0,Cr,33,Marico,P&L
Interest,FY2021,22.0,Cr,22,Marico,P&L
Interest,FY2022,30.0,Cr,30,Marico,P&L
Interest,FY2023,36.0,Cr,36,Marico,P&L
Interest,FY2024,32.0,Cr,32,Marico,P&L
Interest,FY2025,23.0,Cr,23,Marico,P&L
Interest,FY2026,27.0,Cr,27,Marico,P&L
Depreciation,FY2015,55.0,Cr,55,Marico,P&L
Depreciation,FY2016,69.0,Cr,69,Marico,P&L
Depreciation,FY2017,64.0,Cr,64,Marico,P&L
Depreciation,FY2018,67.0,Cr,67,Marico,P&L
Depreciation,FY2019,104.0,Cr,104,Marico,P&L
Depreciation,FY2020,113.0,Cr,113,Marico,P&L
Depreciation,FY2021,107.0,Cr,107,Marico,P&L
Depreciation,FY2022,97.0,Cr,97,Marico,P&L
Depreciation,FY2023,109.0,Cr,109,Marico,P&L
Depreciation,FY2024,107.0,Cr,107,Marico,P&L
Depreciation,FY2025,123.0,Cr,123,Marico,P&L
Depreciation,FY2026,142.0,Cr,142,Marico,P&L
Profit before tax,FY2015,731.0,Cr,731,Marico,P&L
Profit before tax,FY2016,936.0,Cr,936,Marico,P&L
Profit before tax,FY2017,1142.0,Cr,"1,142",Marico,P&L
Profit before tax,FY2018,954.0,Cr,954,Marico,P&L
Profit before tax,FY2019,1183.0,Cr,"1,183",Marico,P&L
Profit before tax,FY2020,1261.0,Cr,"1,261",Marico,P&L
Profit before tax,FY2021,1311.0,Cr,"1,311",Marico,P&L
Profit before tax,FY2022,1413.0,Cr,"1,413",Marico,P&L
Profit before tax,FY2023,1492.0,Cr,"1,492",Marico,P&L
Profit before tax,FY2024,1402.0,Cr,"1,402",Marico,P&L
Profit before tax,FY2025,1894.0,Cr,"1,894",Marico,P&L
Profit before tax,FY2026,2259.0,Cr,"2,259",Marico,P&L
Tax %,FY2015,25.0,%,25%,Marico,P&L
Tax %,FY2016,26.0,%,26%,Marico,P&L
Tax %,FY2017,26.0,%,26%,Marico,P&L
Tax %,FY2018,25.0,%,25%,Marico,P&L
Tax %,FY2019,5.0,%,5%,Marico,P&L
Tax %,FY2020,20.0,%,20%,Marico,P&L
Tax %,FY2021,16.0,%,16%,Marico,P&L
Tax %,FY2022,18.0,%,18%,Marico,P&L
Tax %,FY2023,21.0,%,21%,Marico,P&L
Tax %,FY2024,23.0,%,23%,Marico,P&L
Tax %,FY2025,19.0,%,19%,Marico,P&L
Tax %,FY2026,14.0,%,14%,Marico,P&L
Net Profit,FY2015,545.0,Cr,545,Marico,P&L
Net Profit,FY2016,691.0,Cr,691,Marico,P&L
Net Profit,FY2017,843.0,Cr,843,Marico,P&L
Net Profit,FY2018,718.0,Cr,718,Marico,P&L
Net Profit,FY2019,1129.0,Cr,"1,129",Marico,P&L
Net Profit,FY2020,1007.0,Cr,"1,007",Marico,P&L
Net Profit,FY2021,1106.0,Cr,"1,106",Marico,P&L
Net Profit,FY2022,1163.0,Cr,"1,163",Marico,P&L
Net Profit,FY2023,1179.0,Cr,"1,179",Marico,P&L
Net Profit,FY2024,1078.0,Cr,"1,078",Marico,P&L
Net Profit,FY2025,1541.0,Cr,"1,541",Marico,P&L
Net Profit,FY2026,1941.0,Cr,"1,941",Marico,P&L
EPS in Rs,FY2015,4.23,Rs,4.23,Marico,P&L
EPS in Rs,FY2016,5.36,Rs,5.36,Marico,P&L
EPS in Rs,FY2017,6.53,Rs,6.53,Marico,P&L
EPS in Rs,FY2018,5.56,Rs,5.56,Marico,P&L
EPS in Rs,FY2019,8.75,Rs,8.75,Marico,P&L
EPS in Rs,FY2020,7.8,Rs,7.80,Marico,P&L
EPS in Rs,FY2021,8.56,Rs,8.56,Marico,P&L
EPS in Rs,FY2022,9.0,Rs,9.00,Marico,P&L
EPS in Rs,FY2023,9.12,Rs,9.12,Marico,P&L
EPS in Rs,FY2024,8.33,Rs,8.33,Marico,P&L
EPS in Rs,FY2025,11.9,Rs,11.90,Marico,P&L
EPS in Rs,FY2026,14.95,Rs,14.95,Marico,P&L
Dividend Payout %,FY2015,30.0,%,30%,Marico,P&L
Dividend Payout %,FY2016,79.0,%,79%,Marico,P&L
Dividend Payout %,FY2017,54.0,%,54%,Marico,P&L
Dividend Payout %,FY2018,76.0,%,76%,Marico,P&L
Dividend Payout %,FY2019,54.0,%,54%,Marico,P&L
Dividend Payout %,FY2020,86.0,%,86%,Marico,P&L
Dividend Payout %,FY2021,87.0,%,87%,Marico,P&L
Dividend Payout %,FY2022,103.0,%,103%,Marico,P&L
Dividend Payout %,FY2023,49.0,%,49%,Marico,P&L
Dividend Payout %,FY2024,114.0,%,114%,Marico,P&L
Dividend Payout %,FY2025,88.0,%,88%,Marico,P&L
Dividend Payout %,FY2026,27.0,%,27%,Marico,P&L
Equity Capital,FY2015,64.0,Cr,64,Marico,BalanceSheet
Equity Capital,FY2016,129.0,Cr,129,Marico,BalanceSheet
Equity Capital,FY2017,129.0,Cr,129,Marico,BalanceSheet
Equity Capital,FY2018,129.0,Cr,129,Marico,BalanceSheet
Equity Capital,FY2019,129.0,Cr,129,Marico,BalanceSheet
Equity Capital,FY2020,129.0,Cr,129,Marico,BalanceSheet
Equity Capital,FY2021,129.0,Cr,129,Marico,BalanceSheet
Equity Capital,FY2022,129.0,Cr,129,Marico,BalanceSheet
Equity Capital,FY2023,129.0,Cr,129,Marico,BalanceSheet
Equity Capital,FY2024,129.0,Cr,129,Marico,BalanceSheet
Equity Capital,FY2025,129.0,Cr,129,Marico,BalanceSheet
Equity Capital,FY2026,130.0,Cr,130,Marico,BalanceSheet
Reserves,FY2015,2278.0,Cr,"2,278",Marico,BalanceSheet
Reserves,FY2016,2409.0,Cr,"2,409",Marico,BalanceSheet
Reserves,FY2017,2795.0,Cr,"2,795",Marico,BalanceSheet
Reserves,FY2018,2912.0,Cr,"2,912",Marico,BalanceSheet
Reserves,FY2019,3360.0,Cr,"3,360",Marico,BalanceSheet
Reserves,FY2020,2759.0,Cr,"2,759",Marico,BalanceSheet
Reserves,FY2021,2906.0,Cr,"2,906",Marico,BalanceSheet
Reserves,FY2022,2920.0,Cr,"2,920",Marico,BalanceSheet
Reserves,FY2023,3548.0,Cr,"3,548",Marico,BalanceSheet
Reserves,FY2024,3468.0,Cr,"3,468",Marico,BalanceSheet
Reserves,FY2025,4634.0,Cr,"4,634",Marico,BalanceSheet
Reserves,FY2026,5678.0,Cr,"5,678",Marico,BalanceSheet
Borrowings,FY2015,271.0,Cr,271,Marico,BalanceSheet
Borrowings,FY2016,204.0,Cr,204,Marico,BalanceSheet
Borrowings,FY2017,108.0,Cr,108,Marico,BalanceSheet
Borrowings,FY2018,122.0,Cr,122,Marico,BalanceSheet
Borrowings,FY2019,131.0,Cr,131,Marico,BalanceSheet
Borrowings,FY2020,110.0,Cr,110,Marico,BalanceSheet
Borrowings,FY2021,269.0,Cr,269,Marico,BalanceSheet
Borrowings,FY2022,199.0,Cr,199,Marico,BalanceSheet
Borrowings,FY2023,166.0,Cr,166,Marico,BalanceSheet
Borrowings,FY2024,230.0,Cr,230,Marico,BalanceSheet
Borrowings,FY2025,271.0,Cr,271,Marico,BalanceSheet
Borrowings,FY2026,180.0,Cr,180,Marico,BalanceSheet
Other Liabilities,FY2015,617.0,Cr,617,Marico,BalanceSheet
Other Liabilities,FY2016,696.0,Cr,696,Marico,BalanceSheet
Other Liabilities,FY2017,730.0,Cr,730,Marico,BalanceSheet
Other Liabilities,FY2018,857.0,Cr,857,Marico,BalanceSheet
Other Liabilities,FY2019,1138.0,Cr,"1,138",Marico,BalanceSheet
Other Liabilities,FY2020,1138.0,Cr,"1,138",Marico,BalanceSheet
Other Liabilities,FY2021,1178.0,Cr,"1,178",Marico,BalanceSheet
Other Liabilities,FY2022,1248.0,Cr,"1,248",Marico,BalanceSheet
Other Liabilities,FY2023,1246.0,Cr,"1,246",Marico,BalanceSheet
Other Liabilities,FY2024,1138.0,Cr,"1,138",Marico,BalanceSheet
Other Liabilities,FY2025,1004.0,Cr,"1,004",Marico,BalanceSheet
Other Liabilities,FY2026,1631.0,Cr,"1,631",Marico,BalanceSheet
Total Liabilities,FY2015,3231.0,Cr,"3,231",Marico,BalanceSheet
Total Liabilities,FY2016,3439.0,Cr,"3,439",Marico,BalanceSheet
Total Liabilities,FY2017,3763.0,Cr,"3,763",Marico,BalanceSheet
Total Liabilities,FY2018,4020.0,Cr,"4,020",Marico,BalanceSheet
Total Liabilities,FY2019,4758.0,Cr,"4,758",Marico,BalanceSheet
Total Liabilities,FY2020,4136.0,Cr,"4,136",Marico,BalanceSheet
Total Liabilities,FY2021,4482.0,Cr,"4,482",Marico,BalanceSheet
Total Liabilities,FY2022,4496.0,Cr,"4,496",Marico,BalanceSheet
Total Liabilities,FY2023,5089.0,Cr,"5,089",Marico,BalanceSheet
Total Liabilities,FY2024,4965.0,Cr,"4,965",Marico,BalanceSheet
Total Liabilities,FY2025,6038.0,Cr,"6,038",Marico,BalanceSheet
Total Liabilities,FY2026,7619.0,Cr,"7,619",Marico,BalanceSheet
Fixed Assets,FY2015,482.0,Cr,482,Marico,BalanceSheet
Fixed Assets,FY2016,460.0,Cr,460,Marico,BalanceSheet
Fixed Assets,FY2017,519.0,Cr,519,Marico,BalanceSheet
Fixed Assets,FY2018,509.0,Cr,509,Marico,BalanceSheet
Fixed Assets,FY2019,643.0,Cr,643,Marico,BalanceSheet
Fixed Assets,FY2020,701.0,Cr,701,Marico,BalanceSheet
Fixed Assets,FY2021,669.0,Cr,669,Marico,BalanceSheet
Fixed Assets,FY2022,667.0,Cr,667,Marico,BalanceSheet
Fixed Assets,FY2023,704.0,Cr,704,Marico,BalanceSheet
Fixed Assets,FY2024,736.0,Cr,736,Marico,BalanceSheet
Fixed Assets,FY2025,770.0,Cr,770,Marico,BalanceSheet
Fixed Assets,FY2026,946.0,Cr,946,Marico,BalanceSheet
CWIP,FY2015,2.0,Cr,2,Marico,BalanceSheet
CWIP,FY2016,37.0,Cr,37,Marico,BalanceSheet
