LineItem,Period,Value,Unit,ValueRaw,Company,Section
Depreciation,FY2020,1563.0,Cr,"1,563",ITC,P&L
Depreciation,FY2021,1562.0,Cr,"1,562",ITC,P&L
Depreciation,FY2022,1652.0,Cr,"1,652",ITC,P&L
Depreciation,FY2023,1663.0,Cr,"1,663",ITC,P&L
Depreciation,FY2024,1357.0,Cr,"1,357",ITC,P&L
Depreciation,FY2025,1442.0,Cr,"1,442",ITC,P&L
Depreciation,FY2026,1474.0,Cr,"1,474",ITC,P&L
Profit before tax,FY2015,13998.0,Cr,"13,998",ITC,P&L
Profit before tax,FY2016,14434.0,Cr,"14,434",ITC,P&L
Profit before tax,FY2017,15503.0,Cr,"15,503",ITC,P&L
Profit before tax,FY2018,16852.0,Cr,"16,852",ITC,P&L
Profit before tax,FY2019,18444.0,Cr,"18,444",ITC,P&L
Profit before tax,FY2020,19167.0,Cr,"19,167",ITC,P&L
Profit before tax,FY2021,17164.0,Cr,"17,164",ITC,P&L
Profit before tax,FY2022,19830.0,Cr,"19,830",ITC,P&L
Profit before tax,FY2023,24750.0,Cr,"24,750",ITC,P&L
Profit before tax,FY2024,26144.0,Cr,"26,144",ITC,P&L
Profit before tax,FY2025,41634.0,Cr,"41,634",ITC,P&L
Profit before tax,FY2026,26768.0,Cr,"26,768",ITC,P&L
Tax %,FY2015,31.0,%,31%,ITC,P&L
Tax %,FY2016,35.0,%,35%,ITC,P&L
Tax %,FY2017,34.0,%,34%,ITC,P&L
Tax %,FY2018,33.0,%,33%,ITC,P&L
Tax %,FY2019,32.0,%,32%,ITC,P&L
Tax %,FY2020,21.0,%,21%,ITC,P&L
Tax %,FY2021,24.0,%,24%,ITC,P&L
Tax %,FY2022,24.0,%,24%,ITC,P&L
Tax %,FY2023,24.0,%,24%,ITC,P&L
Tax %,FY2024,22.0,%,22%,ITC,P&L
Tax %,FY2025,15.0,%,15%,ITC,P&L
Tax %,FY2026,24.0,%,24%,ITC,P&L
Net Profit,FY2015,9608.0,Cr,"9,608",ITC,P&L
Net Profit,FY2016,9328.0,Cr,"9,328",ITC,P&L
Net Profit,FY2017,10201.0,Cr,"10,201",ITC,P&L
Net Profit,FY2018,11223.0,Cr,"11,223",ITC,P&L
Net Profit,FY2019,12464.0,Cr,"12,464",ITC,P&L
Net Profit,FY2020,15136.0,Cr,"15,136",ITC,P&L
Net Profit,FY2021,13032.0,Cr,"13,032",ITC,P&L
Net Profit,FY2022,15058.0,Cr,"15,058",ITC,P&L
Net Profit,FY2023,18753.0,Cr,"18,753",ITC,P&L
Net Profit,FY2024,20422.0,Cr,"20,422",ITC,P&L
Net Profit,FY2025,35197.0,Cr,"35,197",ITC,P&L
Net Profit,FY2026,20286.0,Cr,"20,286",ITC,P&L
EPS in Rs,FY2015,7.99,Rs,7.99,ITC,P&L
EPS in Rs,FY2016,7.73,Rs,7.73,ITC,P&L
EPS in Rs,FY2017,8.4,Rs,8.40,ITC,P&L
EPS in Rs,FY2018,9.2,Rs,9.20,ITC,P&L
EPS in Rs,FY2019,10.17,Rs,10.17,ITC,P&L
EPS in Rs,FY2020,12.31,Rs,12.31,ITC,P&L
EPS in Rs,FY2021,10.59,Rs,10.59,ITC,P&L
EPS in Rs,FY2022,12.22,Rs,12.22,ITC,P&L
EPS in Rs,FY2023,15.09,Rs,15.09,ITC,P&L
EPS in Rs,FY2024,16.36,Rs,16.36,ITC,P&L
EPS in Rs,FY2025,28.13,Rs,28.13,ITC,P&L
EPS in Rs,FY2026,16.19,Rs,16.19,ITC,P&L
Dividend Payout %,FY2015,52.0,%,52%,ITC,P&L
Dividend Payout %,FY2016,73.0,%,73%,ITC,P&L
Dividend Payout %,FY2017,57.0,%,57%,ITC,P&L
Dividend Payout %,FY2018,56.0,%,56%,ITC,P&L
Dividend Payout %,FY2019,57.0,%,57%,ITC,P&L
Dividend Payout %,FY2020,82.0,%,82%,ITC,P&L
Dividend Payout %,FY2021,102.0,%,102%,ITC,P&L
Dividend Payout %,FY2022,94.0,%,94%,ITC,P&L
Dividend Payout %,FY2023,103.0,%,103%,ITC,P&L
Dividend Payout %,FY2024,84.0,%,84%,ITC,P&L
Dividend Payout %,FY2025,51.0,%,51%,ITC,P&L
Dividend Payout %,FY2026,90.0,%,90%,ITC,P&L
Equity Capital,FY2015,802.0,Cr,802,ITC,BalanceSheet
Equity Capital,FY2016,805.0,Cr,805,ITC,BalanceSheet
Equity Capital,FY2017,1215.0,Cr,"1,215",ITC,BalanceSheet
Equity Capital,FY2018,1220.0,Cr,"1,220",ITC,BalanceSheet
Equity Capital,FY2019,1226.0,Cr,"1,226",ITC,BalanceSheet
Equity Capital,FY2020,1229.0,Cr,"1,229",ITC,BalanceSheet
Equity Capital,FY2021,1231.0,Cr,"1,231",ITC,BalanceSheet
Equity Capital,FY2022,1232.0,Cr,"1,232",ITC,BalanceSheet
Equity Capital,FY2023,1243.0,Cr,"1,243",ITC,BalanceSheet
Equity Capital,FY2024,1248.0,Cr,"1,248",ITC,BalanceSheet
Equity Capital,FY2025,1251.0,Cr,"1,251",ITC,BalanceSheet
Equity Capital,FY2026,1253.0,Cr,"1,253",ITC,BalanceSheet
Reserves,FY2015,29934.0,Cr,"29,934",ITC,BalanceSheet
Reserves,FY2016,40852.0,Cr,"40,852",ITC,BalanceSheet
Reserves,FY2017,44126.0,Cr,"44,126",ITC,BalanceSheet
Reserves,FY2018,50180.0,Cr,"50,180",ITC,BalanceSheet
Reserves,FY2019,56724.0,Cr,"56,724",ITC,BalanceSheet
Reserves,FY2020,62800.0,Cr,"62,800",ITC,BalanceSheet
Reserves,FY2021,57774.0,Cr,"57,774",ITC,BalanceSheet
Reserves,FY2022,60167.0,Cr,"60,167",ITC,BalanceSheet
Reserves,FY2023,66351.0,Cr,"66,351",ITC,BalanceSheet
Reserves,FY2024,70985.0,Cr,"70,985",ITC,BalanceSheet
Reserves,FY2025,66642.0,Cr,"66,642",ITC,BalanceSheet
Reserves,FY2026,68676.0,Cr,"68,676",ITC,BalanceSheet
Borrowings,FY2015,53.0,Cr,53,ITC,BalanceSheet
Borrowings,FY2016,42.0,Cr,42,ITC,BalanceSheet
Borrowings,FY2017,26.0,Cr,26,ITC,BalanceSheet
Borrowings,FY2018,18.0,Cr,18,ITC,BalanceSheet
Borrowings,FY2019,11.0,Cr,11,ITC,BalanceSheet
Borrowings,FY2020,332.0,Cr,332,ITC,BalanceSheet
Borrowings,FY2021,329.0,Cr,329,ITC,BalanceSheet
Borrowings,FY2022,311.0,Cr,311,ITC,BalanceSheet
Borrowings,FY2023,325.0,Cr,325,ITC,BalanceSheet
Borrowings,FY2024,312.0,Cr,312,ITC,BalanceSheet
Borrowings,FY2025,157.0,Cr,157,ITC,BalanceSheet
Borrowings,FY2026,2162.0,Cr,"2,162",ITC,BalanceSheet
Other Liabilities,FY2015,13407.0,Cr,"13,407",ITC,BalanceSheet
Other Liabilities,FY2016,8333.0,Cr,"8,333",ITC,BalanceSheet
Other Liabilities,FY2017,8849.0,Cr,"8,849",ITC,BalanceSheet
Other Liabilities,FY2018,10963.0,Cr,"10,963",ITC,BalanceSheet
Other Liabilities,FY2019,11837.0,Cr,"11,837",ITC,BalanceSheet
Other Liabilities,FY2020,10874.0,Cr,"10,874",ITC,BalanceSheet
Other Liabilities,FY2021,12246.0,Cr,"12,246",ITC,BalanceSheet
Other Liabilities,FY2022,13382.0,Cr,"13,382",ITC,BalanceSheet
Other Liabilities,FY2023,14343.0,Cr,"14,343",ITC,BalanceSheet
Other Liabilities,FY2024,14782.0,Cr,"14,782",ITC,BalanceSheet
Other Liabilities,FY2025,15954.0,Cr,"15,954",ITC,BalanceSheet
Other Liabilities,FY2026,16825.0,Cr,"16,825",ITC,BalanceSheet
Total Liabilities,FY2015,44196.0,Cr,"44,196",ITC,BalanceSheet
Total Liabilities,FY2016,50031.0,Cr,"50,031",ITC,BalanceSheet
Total Liabilities,FY2017,54216.0,Cr,"54,216",ITC,BalanceSheet
Total Liabilities,FY2018,62381.0,Cr,"62,381",ITC,BalanceSheet
Total Liabilities,FY2019,69798.0,Cr,"69,798",ITC,BalanceSheet
Total Liabilities,FY2020,75235.0,Cr,"75,235",ITC,BalanceSheet
Total Liabilities,FY2021,71580.0,Cr,"71,580",ITC,BalanceSheet
Total Liabilities,FY2022,75092.0,Cr,"75,092",ITC,BalanceSheet
Total Liabilities,FY2023,82262.0,Cr,"82,262",ITC,BalanceSheet
Total Liabilities,FY2024,87328.0,Cr,"87,328",ITC,BalanceSheet
Total Liabilities,FY2025,84005.0,Cr,"84,005",ITC,BalanceSheet
Total Liabilities,FY2026,88916.0,Cr,"88,916",ITC,BalanceSheet
Fixed Assets,FY2015,14178.0,Cr,"14,178",ITC,BalanceSheet
Fixed Assets,FY2016,14011.0,Cr,"14,011",ITC,BalanceSheet
Fixed Assets,FY2017,14880.0,Cr,"14,880",ITC,BalanceSheet
Fixed Assets,FY2018,15566.0,Cr,"15,566",ITC,BalanceSheet
Fixed Assets,FY2019,18486.0,Cr,"18,486",ITC,BalanceSheet
Fixed Assets,FY2020,20518.0,Cr,"20,518",ITC,BalanceSheet
Fixed Assets,FY2021,22188.0,Cr,"22,188",ITC,BalanceSheet
Fixed Assets,FY2022,23221.0,Cr,"23,221",ITC,BalanceSheet
Fixed Assets,FY2023,24174.0,Cr,"24,174",ITC,BalanceSheet
Fixed Assets,FY2024,25743.0,Cr,"25,743",ITC,BalanceSheet
Fixed Assets,FY2025,19990.0,Cr,"19,990",ITC,BalanceSheet
Fixed Assets,FY2026,20472.0,Cr,"20,472",ITC,BalanceSheet
CWIP,FY2015,2114.0,Cr,"2,114",ITC,BalanceSheet
CWIP,FY2016,2419.0,Cr,"2,419",ITC,BalanceSheet
CWIP,FY2017,3537.0,Cr,"3,537",ITC,BalanceSheet
CWIP,FY2018,5026.0,Cr,"5,026",ITC,BalanceSheet
CWIP,FY2019,3401.0,Cr,"3,401",ITC,BalanceSheet
CWIP,FY2020,2780.0,Cr,"2,780",ITC,BalanceSheet
CWIP,FY2021,3333.0,Cr,"3,333",ITC,BalanceSheet
CWIP,FY2022,2466.0,Cr,"2,466",ITC,BalanceSheet
CWIP,FY2023,1697.0,Cr,"1,697",ITC,BalanceSheet
CWIP,FY2024,1087.0,Cr,"1,087",ITC,BalanceSheet
CWIP,FY2025,1071.0,Cr,"1,071",ITC,BalanceSheet
CWIP,FY2026,1554.0,Cr,"1,554",ITC,BalanceSheet
Investments,FY2015,8405.0,Cr,"8,405",ITC,BalanceSheet
Investments,FY2016,13325.0,Cr,"13,325",ITC,BalanceSheet
Investments,FY2017,18585.0,Cr,"18,585",ITC,BalanceSheet
Investments,FY2018,23397.0,Cr,"23,397",ITC,BalanceSheet
Investments,FY2019,26578.0,Cr,"26,578",ITC,BalanceSheet
Investments,FY2020,30631.0,Cr,"30,631",ITC,BalanceSheet
Investments,FY2021,26984.0,Cr,"26,984",ITC,BalanceSheet
Investments,FY2022,27282.0,Cr,"27,282",ITC,BalanceSheet
Investments,FY2023,32721.0,Cr,"32,721",ITC,BalanceSheet
Investments,FY2024,34739.0,Cr,"34,739",ITC,BalanceSheet
Investments,FY2025,35983.0,Cr,"35,983",ITC,BalanceSheet
Investments,FY2026,39111.0,Cr,"39,111",ITC,BalanceSheet
Other Assets,FY2015,19498.0,Cr,"19,498",ITC,BalanceSheet
Other Assets,FY2016,20277.0,Cr,"20,277",ITC,BalanceSheet
Other Assets,FY2017,17213.0,Cr,"17,213",ITC,BalanceSheet
Other Assets,FY2018,18393.0,Cr,"18,393",ITC,BalanceSheet
Other Assets,FY2019,21332.0,Cr,"21,332",ITC,BalanceSheet
Other Assets,FY2020,21307.0,Cr,"21,307",ITC,BalanceSheet
Other Assets,FY2021,19075.0,Cr,"19,075",ITC,BalanceSheet
Other Assets,FY2022,22123.0,Cr,"22,123",ITC,BalanceSheet
Other Assets,FY2023,23670.0,Cr,"23,670",ITC,BalanceSheet
Other Assets,FY2024,25759.0,Cr,"25,759",ITC,BalanceSheet
Other Assets,FY2025,26962.0,Cr,"26,962",ITC,BalanceSheet
Other Assets,FY2026,27779.0,Cr,"27,779",ITC,BalanceSheet
Total Assets,FY2015,44196.0,Cr,"44,196",ITC,BalanceSheet
Total Assets,FY2016,50031.0,Cr,"50,031",ITC,BalanceSheet
Total Assets,FY2017,54216.0,Cr,"54,216",ITC,BalanceSheet
Total Assets,FY2018,62381.0,Cr,"62,381",ITC,BalanceSheet
Total Assets,FY2019,69798.0,Cr,"69,798",ITC,BalanceSheet
Total Assets,FY2020,75235.0,Cr,"75,235",ITC,BalanceSheet
Total Assets,FY2021,71580.0,Cr,"71,580",ITC,BalanceSheet
Total Assets,FY2022,75092.0,Cr,"75,092",ITC,BalanceSheet
Total Assets,FY2023,82262.0,Cr,"82,262",ITC,BalanceSheet
Total Assets,FY2024,87328.0,Cr,"87,328",ITC,BalanceSheet
Total Assets,FY2025,84005.0,Cr,"84,005",ITC,BalanceSheet
Total Assets,FY2026,88916.0,Cr,"88,916",ITC,BalanceSheet
Cash from Operating Activity,FY2015,9309.0,Cr,"9,309",ITC,CashFlow
Cash from Operating Activity,FY2016,9212.0,Cr,"9,212",ITC,CashFlow
Cash from Operating Activity,FY2017,10002.0,Cr,"10,002",ITC,CashFlow
Cash from Operating Activity,FY2018,12651.0,Cr,"12,651",ITC,CashFlow
Cash from Operating Activity,FY2019,11749.0,Cr,"11,749",ITC,CashFlow
Cash from Operating Activity,FY2020,13806.0,Cr,"13,806",ITC,CashFlow
Cash from Operating Activity,FY2021,11494.0,Cr,"11,494",ITC,CashFlow
Cash from Operating Activity,FY2022,14808.0,Cr,"14,808",ITC,CashFlow
Cash from Operating Activity,FY2023,17912.0,Cr,"17,912",ITC,CashFlow
Cash from Operating Activity,FY2024,16118.0,Cr,"16,118",ITC,CashFlow
Cash from Operating Activity,FY2025,16754.0,Cr,"16,754",ITC,CashFlow
Cash from Operating Activity,FY2026,17095.0,Cr,"17,095",ITC,CashFlow
Cash from Investing Activity,FY2015,-4820.0,Cr,"-4,820",ITC,CashFlow
Cash from Investing Activity,FY2016,-3711.0,Cr,"-3,711",ITC,CashFlow
Cash from Investing Activity,FY2017,-2780.0,Cr,"-2,780",ITC,CashFlow
Cash from Investing Activity,FY2018,-6691.0,Cr,"-6,691",ITC,CashFlow
Cash from Investing Activity,FY2019,-5082.0,Cr,"-5,082",ITC,CashFlow
Cash from Investing Activity,FY2020,-5517.0,Cr,"-5,517",ITC,CashFlow
Cash from Investing Activity,FY2021,6555.0,Cr,"6,555",ITC,CashFlow
Cash from Investing Activity,FY2022,-1517.0,Cr,"-1,517",ITC,CashFlow
Cash from Investing Activity,FY2023,-5159.0,Cr,"-5,159",ITC,CashFlow
Cash from Investing Activity,FY2024,2128.0,Cr,"2,128",ITC,CashFlow
Cash from Investing Activity,FY2025,36.0,Cr,36,ITC,CashFlow
Cash from Investing Activity,FY2026,-1538.0,Cr,"-1,538",ITC,CashFlow
Cash from Financing Activity,FY2015,-4574.0,Cr,"-4,574",ITC,CashFlow
Cash from Financing Activity,FY2016,-5465.0,Cr,"-5,465",ITC,CashFlow
Cash from Financing Activity,FY2017,-7138.0,Cr,"-7,138",ITC,CashFlow
Cash from Financing Activity,FY2018,-6020.0,Cr,"-6,020",ITC,CashFlow
Cash from Financing Activity,FY2019,-6601.0,Cr,"-6,601",ITC,CashFlow
Cash from Financing Activity,FY2020,-7891.0,Cr,"-7,891",ITC,CashFlow
Cash from Financing Activity,FY2021,-18379.0,Cr,"-18,379",ITC,CashFlow
Cash from Financing Activity,FY2022,-13337.0,Cr,"-13,337",ITC,CashFlow
Cash from Financing Activity,FY2023,-12730.0,Cr,"-12,730",ITC,CashFlow
Cash from Financing Activity,FY2024,-18255.0,Cr,"-18,255",ITC,CashFlow
Cash from Financing Activity,FY2025,-16766.0,Cr,"-16,766",ITC,CashFlow
Cash from Financing Activity,FY2026,-15694.0,Cr,"-15,694",ITC,CashFlow
Net Cash Flow,FY2015,-85.0,Cr,-85,ITC,CashFlow
Net Cash Flow,FY2016,36.0,Cr,36,ITC,CashFlow
Net Cash Flow,FY2017,84.0,Cr,84,ITC,CashFlow
Net Cash Flow,FY2018,-60.0,Cr,-60,ITC,CashFlow
Net Cash Flow,FY2019,67.0,Cr,67,ITC,CashFlow
Net Cash Flow,FY2020,399.0,Cr,399,ITC,CashFlow
Net Cash Flow,FY2021,-330.0,Cr,-330,ITC,CashFlow
Net Cash Flow,FY2022,-46.0,Cr,-46,ITC,CashFlow
Net Cash Flow,FY2023,22.0,Cr,22,ITC,CashFlow
Net Cash Flow,FY2024,-9.0,Cr,-9,ITC,CashFlow
Net Cash Flow,FY2025,24.0,Cr,24,ITC,CashFlow
Net Cash Flow,FY2026,-138.0,Cr,-138,ITC,CashFlow
Free Cash Flow,FY2015,6264.0,Cr,"6,264",ITC,CashFlow
Free Cash Flow,FY2016,7074.0,Cr,"7,074",ITC,CashFlow
Free Cash Flow,FY2017,7105.0,Cr,"7,105",ITC,CashFlow
Free Cash Flow,FY2018,10103.0,Cr,"10,103",ITC,CashFlow
Free Cash Flow,FY2019,8990.0,Cr,"8,990",ITC,CashFlow
Free Cash Flow,FY2020,11693.0,Cr,"11,693",ITC,CashFlow
Free Cash Flow,FY2021,9914.0,Cr,"9,914",ITC,CashFlow
Free Cash Flow,FY2022,13133.0,Cr,"13,133",ITC,CashFlow
Free Cash Flow,FY2023,16102.0,Cr,"16,102",ITC,CashFlow
Free Cash Flow,FY2024,13572.0,Cr,"13,572",ITC,CashFlow
Free Cash Flow,FY2025,15123.0,Cr,"15,123",ITC,CashFlow
Free Cash Flow,FY2026,15075.0,Cr,"15,075",ITC,CashFlow
CFO/OP,FY2015,100.0,%,100%,ITC,CashFlow
CFO/OP,FY2016,102.0,%,102%,ITC,CashFlow
CFO/OP,FY2017,104.0,%,104%,ITC,CashFlow
CFO/OP,FY2018,118.0,%,118%,ITC,CashFlow
CFO/OP,FY2019,99.0,%,99%,ITC,CashFlow
CFO/OP,FY2020,103.0,%,103%,ITC,CashFlow
CFO/OP,FY2021,99.0,%,99%,ITC,CashFlow
CFO/OP,FY2022,102.0,%,102%,ITC,CashFlow
CFO/OP,FY2023,99.0,%,99%,ITC,CashFlow
CFO/OP,FY2024,93.0,%,93%,ITC,CashFlow
CFO/OP,FY2025,95.0,%,95%,ITC,CashFlow
CFO/OP,FY2026,91.0,%,91%,ITC,CashFlow
Sales,FY2015,5420.0,Cr,"5,420",Dabur,P&L
Sales,FY2016,5340.0,Cr,"5,340",Dabur,P&L
Sales,FY2017,5291.0,Cr,"5,291",Dabur,P&L
Sales,FY2018,5592.0,Cr,"5,592",Dabur,P&L
Sales,FY2019,6273.0,Cr,"6,273",Dabur,P&L
Sales,FY2020,6310.0,Cr,"6,310",Dabur,P&L
Sales,FY2021,7185.0,Cr,"7,185",Dabur,P&L
Sales,FY2022,8180.0,Cr,"8,180",Dabur,P&L
Sales,FY2023,8684.0,Cr,"8,684",Dabur,P&L
Sales,FY2024,9136.0,Cr,"9,136",Dabur,P&L
Sales,FY2025,9071.0,Cr,"9,071",Dabur,P&L
Sales,FY2026,9383.0,Cr,"9,383",Dabur,P&L
Expenses,FY2015,4480.0,Cr,"4,480",Dabur,P&L
Expenses,FY2016,4242.0,Cr,"4,242",Dabur,P&L
Expenses,FY2017,4178.0,Cr,"4,178",Dabur,P&L
Expenses,FY2018,4360.0,Cr,"4,360",Dabur,P&L
Expenses,FY2019,4906.0,Cr,"4,906",Dabur,P&L
Expenses,FY2020,4927.0,Cr,"4,927",Dabur,P&L
Expenses,FY2021,5626.0,Cr,"5,626",Dabur,P&L
Expenses,FY2022,6445.0,Cr,"6,445",Dabur,P&L
Expenses,FY2023,6984.0,Cr,"6,984",Dabur,P&L
Expenses,FY2024,7295.0,Cr,"7,295",Dabur,P&L
Expenses,FY2025,7363.0,Cr,"7,363",Dabur,P&L
Expenses,FY2026,7602.0,Cr,"7,602",Dabur,P&L
Operating Profit,FY2015,940.0,Cr,940,Dabur,P&L
Operating Profit,FY2016,1098.0,Cr,"1,098",Dabur,P&L
Operating Profit,FY2017,1112.0,Cr,"1,112",Dabur,P&L
Operating Profit,FY2018,1232.0,Cr,"1,232",Dabur,P&L
Operating Profit,FY2019,1367.0,Cr,"1,367",Dabur,P&L
Operating Profit,FY2020,1383.0,Cr,"1,383",Dabur,P&L
Operating Profit,FY2021,1559.0,Cr,"1,559",Dabur,P&L
Operating Profit,FY2022,1734.0,Cr,"1,734",Dabur,P&L
Operating Profit,FY2023,1701.0,Cr,"1,701",Dabur,P&L
Operating Profit,FY2024,1840.0,Cr,"1,840",Dabur,P&L
Operating Profit,FY2025,1708.0,Cr,"1,708",Dabur,P&L
Operating Profit,FY2026,1781.0,Cr,"1,781",Dabur,P&L
OPM %,FY2015,17.0,%,17%,Dabur,P&L
OPM %,FY2016,21.0,%,21%,Dabur,P&L
OPM %,FY2017,21.0,%,21%,Dabur,P&L
OPM %,FY2018,22.0,%,22%,Dabur,P&L
OPM %,FY2019,22.0,%,22%,Dabur,P&L
OPM %,FY2020,22.0,%,22%,Dabur,P&L
OPM %,FY2021,22.0,%,22%,Dabur,P&L
OPM %,FY2022,21.0,%,21%,Dabur,P&L
OPM %,FY2023,20.0,%,20%,Dabur,P&L
OPM %,FY2024,20.0,%,20%,Dabur,P&L
OPM %,FY2025,19.0,%,19%,Dabur,P&L
OPM %,FY2026,19.0,%,19%,Dabur,P&L
Other Income,FY2015,112.0,Cr,112,Dabur,P&L
Other Income,FY2016,194.0,Cr,194,Dabur,P&L
Other Income,FY2017,274.0,Cr,274,Dabur,P&L
Other Income,FY2018,266.0,Cr,266,Dabur,P&L
Other Income,FY2019,275.0,Cr,275,Dabur,P&L
Other Income,FY2020,175.0,Cr,175,Dabur,P&L
Other Income,FY2021,277.0,Cr,277,Dabur,P&L
Other Income,FY2022,341.0,Cr,341,Dabur,P&L
Other Income,FY2023,363.0,Cr,363,Dabur,P&L
Other Income,FY2024,416.0,Cr,416,Dabur,P&L
Other Income,FY2025,451.0,Cr,451,Dabur,P&L
Other Income,FY2026,463.0,Cr,463,Dabur,P&L
Interest,FY2015,10.0,Cr,10,Dabur,P&L
Interest,FY2016,10.0,Cr,10,Dabur,P&L
Interest,FY2017,16.0,Cr,16,Dabur,P&L
Interest,FY2018,22.0,Cr,22,Dabur,P&L
Interest,FY2019,30.0,Cr,30,Dabur,P&L
Interest,FY2020,19.0,Cr,19,Dabur,P&L
Interest,FY2021,9.0,Cr,9,Dabur,P&L
Interest,FY2022,19.0,Cr,19,Dabur,P&L
Interest,FY2023,46.0,Cr,46,Dabur,P&L
Interest,FY2024,81.0,Cr,81,Dabur,P&L
Interest,FY2025,100.0,Cr,100,Dabur,P&L
Interest,FY2026,82.0,Cr,82,Dabur,P&L
Depreciation,FY2015,66.0,Cr,66,Dabur,P&L
Depreciation,FY2016,73.0,Cr,73,Dabur,P&L
Depreciation,FY2017,75.0,Cr,75,Dabur,P&L
Depreciation,FY2018,102.0,Cr,102,Dabur,P&L
Depreciation,FY2019,109.0,Cr,109,Dabur,P&L
Depreciation,FY2020,130.0,Cr,130,Dabur,P&L
Depreciation,FY2021,143.0,Cr,143,Dabur,P&L
Depreciation,FY2022,160.0,Cr,160,Dabur,P&L
Depreciation,FY2023,188.0,Cr,188,Dabur,P&L
Depreciation,FY2024,209.0,Cr,209,Dabur,P&L
Depreciation,FY2025,251.0,Cr,251,Dabur,P&L
Depreciation,FY2026,261.0,Cr,261,Dabur,P&L
Profit before tax,FY2015,977.0,Cr,977,Dabur,P&L
Profit before tax,FY2016,1209.0,Cr,"1,209",Dabur,P&L
Profit before tax,FY2017,1294.0,Cr,"1,294",Dabur,P&L
Profit before tax,FY2018,1373.0,Cr,"1,373",Dabur,P&L
Profit before tax,FY2019,1503.0,Cr,"1,503",Dabur,P&L
Profit before tax,FY2020,1408.0,Cr,"1,408",Dabur,P&L
Profit before tax,FY2021,1683.0,Cr,"1,683",Dabur,P&L
Profit before tax,FY2022,1896.0,Cr,"1,896",Dabur,P&L
Profit before tax,FY2023,1829.0,Cr,"1,829",Dabur,P&L
Profit before tax,FY2024,1967.0,Cr,"1,967",Dabur,P&L
Profit before tax,FY2025,1808.0,Cr,"1,808",Dabur,P&L
Profit before tax,FY2026,1901.0,Cr,"1,901",Dabur,P&L
Tax %,FY2015,22.0,%,22%,Dabur,P&L
Tax %,FY2016,22.0,%,22%,Dabur,P&L
Tax %,FY2017,23.0,%,23%,Dabur,P&L
Tax %,FY2018,22.0,%,22%,Dabur,P&L
Tax %,FY2019,16.0,%,16%,Dabur,P&L
Tax %,FY2020,17.0,%,17%,Dabur,P&L
Tax %,FY2021,18.0,%,18%,Dabur,P&L
Tax %,FY2022,24.0,%,24%,Dabur,P&L
Tax %,FY2023,25.0,%,25%,Dabur,P&L
Tax %,FY2024,23.0,%,23%,Dabur,P&L
Tax %,FY2025,22.0,%,22%,Dabur,P&L
Tax %,FY2026,22.0,%,22%,Dabur,P&L
Net Profit,FY2015,763.0,Cr,763,Dabur,P&L
Net Profit,FY2016,937.0,Cr,937,Dabur,P&L
Net Profit,FY2017,998.0,Cr,998,Dabur,P&L
Net Profit,FY2018,1072.0,Cr,"1,072",Dabur,P&L
Net Profit,FY2019,1264.0,Cr,"1,264",Dabur,P&L
Net Profit,FY2020,1170.0,Cr,"1,170",Dabur,P&L
Net Profit,FY2021,1382.0,Cr,"1,382",Dabur,P&L
Net Profit,FY2022,1433.0,Cr,"1,433",Dabur,P&L
Net Profit,FY2023,1373.0,Cr,"1,373",Dabur,P&L
Net Profit,FY2024,1509.0,Cr,"1,509",Dabur,P&L
Net Profit,FY2025,1403.0,Cr,"1,403",Dabur,P&L
Net Profit,FY2026,1491.0,Cr,"1,491",Dabur,P&L
EPS in Rs,FY2015,4.34,Rs,4.34,Dabur,P&L
EPS in Rs,FY2016,5.33,Rs,5.33,Dabur,P&L
EPS in Rs,FY2017,5.67,Rs,5.67,Dabur,P&L
EPS in Rs,FY2018,6.09,Rs,6.09,Dabur,P&L
EPS in Rs,FY2019,7.16,Rs,7.16,Dabur,P&L
EPS in Rs,FY2020,6.62,Rs,6.62,Dabur,P&L
EPS in Rs,FY2021,7.82,Rs,7.82,Dabur,P&L
EPS in Rs,FY2022,8.11,Rs,8.11,Dabur,P&L
EPS in Rs,FY2023,7.75,Rs,7.75,Dabur,P&L
EPS in Rs,FY2024,8.52,Rs,8.52,Dabur,P&L
EPS in Rs,FY2025,7.92,Rs,7.92,Dabur,P&L
EPS in Rs,FY2026,8.41,Rs,8.41,Dabur,P&L
Dividend Payout %,FY2015,46.0,%,46%,Dabur,P&L
Dividend Payout %,FY2016,42.0,%,42%,Dabur,P&L
Dividend Payout %,FY2017,40.0,%,40%,Dabur,P&L
Dividend Payout %,FY2018,123.0,%,123%,Dabur,P&L
Dividend Payout %,FY2019,38.0,%,38%,Dabur,P&L
Dividend Payout %,FY2020,45.0,%,45%,Dabur,P&L
Dividend Payout %,FY2021,61.0,%,61%,Dabur,P&L
Dividend Payout %,FY2022,64.0,%,64%,Dabur,P&L
Dividend Payout %,FY2023,67.0,%,67%,Dabur,P&L
Dividend Payout %,FY2024,65.0,%,65%,Dabur,P&L
Dividend Payout %,FY2025,101.0,%,101%,Dabur,P&L
Dividend Payout %,FY2026,98.0,%,98%,Dabur,P&L
Equity Capital,FY2015,176.0,Cr,176,Dabur,BalanceSheet
Equity Capital,FY2016,176.0,Cr,176,Dabur,BalanceSheet
Equity Capital,FY2017,176.0,Cr,176,Dabur,BalanceSheet
Equity Capital,FY2018,176.0,Cr,176,Dabur,BalanceSheet
Equity Capital,FY2019,177.0,Cr,177,Dabur,BalanceSheet
